longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.02,32.8,31,2692,445,1129,450,4.4583,170000,<1H OCEAN
-117.01,32.81,26,4499,645,1866,626,5.516,185100,<1H OCEAN
-117.02,32.81,27,1950,317,950,320,4.0656,164000,<1H OCEAN
-117.02,32.81,26,1998,301,874,305,5.4544,180900,<1H OCEAN
-117.01,32.81,21,4203,618,1620,600,5.3441,193500,<1H OCEAN
-117.02,32.81,14,3173,599,1451,585,3.7292,182200,<1H OCEAN
-117.03,32.82,16,1765,289,743,280,4.9744,209700,<1H OCEAN
-117.04,32.81,12,2880,406,1381,418,6.5412,254200,<1H OCEAN
-117.05,32.82,16,4046,731,1684,701,4.2312,197000,<1H OCEAN
-117.05,32.59,26,1919,345,1326,341,4.2679,131900,NEAR OCEAN
-117.06,32.59,13,3920,775,2814,760,4.0616,148800,NEAR OCEAN
-117.05,32.58,22,2101,399,1551,371,4.1518,136900,NEAR OCEAN
-117.06,32.58,17,2724,567,2213,554,3.8529,147700,NEAR OCEAN
-117.06,32.58,13,3435,708,1761,699,3.4792,107600,NEAR OCEAN
-117.06,32.58,11,2879,679,2098,673,3.5125,142400,NEAR OCEAN
-117.06,32.57,16,1269,282,1609,298,2.6985,156500,NEAR OCEAN
-117.04,32.58,14,2355,406,1883,401,5.0311,152100,NEAR OCEAN
-117.04,32.58,20,2029,357,1497,353,4.0089,132100,NEAR OCEAN
-117.05,32.58,23,1918,339,1392,340,4.087,134800,NEAR OCEAN
-117.05,32.58,25,2185,370,1558,369,5.3072,132700,NEAR OCEAN
-117.05,32.57,22,2857,516,2412,496,4.7337,127600,NEAR OCEAN
-117.06,32.57,25,1268,282,991,299,3.0284,123600,NEAR OCEAN
-117.06,32.57,17,2252,378,1776,365,4.6364,141100,NEAR OCEAN
-117.05,32.57,13,2880,576,2450,567,3.1696,138000,NEAR OCEAN
-117.05,32.56,18,1215,320,1195,349,1.9875,114900,NEAR OCEAN
-117.05,32.56,17,985,233,811,223,2.875,134500,NEAR OCEAN
-117.06,32.57,18,1384,311,1429,287,1.3362,95000,NEAR OCEAN
-116.97,32.56,23,1262,294,5176,275,2.5625,153300,NEAR OCEAN
-117.04,32.55,15,2206,648,2511,648,1.6348,93200,NEAR OCEAN
-117.05,32.56,22,2172,563,2049,524,2.0159,139300,NEAR OCEAN
-117.06,32.56,17,2803,683,2768,676,1.7958,140400,NEAR OCEAN
-117.06,32.56,5,2706,925,3148,855,1.7301,125000,NEAR OCEAN
-117.06,32.55,5,3223,940,3284,854,1.4384,108800,NEAR OCEAN
-117.04,32.54,7,938,297,1187,282,1.2667,67500,NEAR OCEAN
-117.1,32.59,21,2350,667,1621,613,2.0734,87500,NEAR OCEAN
-117.1,32.58,23,1662,377,1318,386,2.3,120800,NEAR OCEAN
-117.1,32.58,17,2046,559,1585,530,2.25,132800,NEAR OCEAN
-117.1,32.58,33,393,76,330,80,4.1029,122700,NEAR OCEAN
-117.1,32.58,29,1061,202,759,206,4.8646,136800,NEAR OCEAN
-117.1,32.57,26,2343,371,1221,372,4.3601,144900,NEAR OCEAN
-117.1,32.56,16,2687,501,1502,480,3.75,146800,NEAR OCEAN
-117.07,32.57,17,2961,634,1911,615,2.5859,131400,NEAR OCEAN
-117.08,32.57,18,2203,544,1943,497,2.25,103200,NEAR OCEAN
-117.07,32.57,14,1527,357,1224,363,2.7361,93600,NEAR OCEAN
-117.07,32.56,9,3648,895,3293,840,3.0992,142600,NEAR OCEAN
-117.08,32.59,8,2888,662,2441,683,2.7048,153000,NEAR OCEAN
-117.08,32.58,15,1462,274,1002,271,3.9698,142700,NEAR OCEAN
-117.08,32.58,22,2128,477,1420,450,3.2687,131000,NEAR OCEAN
-117.07,32.58,25,1607,280,899,260,3.8194,134400,NEAR OCEAN
-117.09,32.58,12,2565,567,1785,545,3.0273,135300,NEAR OCEAN
-117.08,32.57,9,6298,1512,4451,1456,2.569,88300,NEAR OCEAN
-117.09,32.57,23,1817,323,1371,327,3.6736,139500,NEAR OCEAN
-117.09,32.57,10,2198,368,1645,350,4.5547,160700,NEAR OCEAN
-117.09,32.57,17,444,83,357,87,5.1478,138900,NEAR OCEAN
-117.09,32.56,8,864,156,626,172,4.8984,151500,NEAR OCEAN
-117.09,32.55,8,6533,1217,4797,1177,3.9583,144400,NEAR OCEAN
-117.12,32.58,34,2003,466,1226,443,3.0613,136700,NEAR OCEAN
-117.12,32.57,21,1738,295,983,298,4.8274,174100,NEAR OCEAN
-117.13,32.58,27,2511,615,1427,576,3.1645,156000,NEAR OCEAN
-117.13,32.58,32,1870,437,1142,426,2.3194,159400,NEAR OCEAN
-117.13,32.58,27,1417,373,814,348,2.3603,195300,NEAR OCEAN
-117.12,32.56,20,2524,682,1819,560,2.9286,257700,NEAR OCEAN
-117.11,32.58,28,1869,407,1074,344,2.5988,135600,NEAR OCEAN
-117.11,32.57,32,2723,586,1702,562,3.3371,140500,NEAR OCEAN
-117.12,32.57,35,1450,256,930,286,2.6715,133300,NEAR OCEAN
-117.12,32.58,26,1360,309,869,328,3.0217,131600,NEAR OCEAN
-117.11,32.58,21,2894,685,2109,712,2.2755,125000,NEAR OCEAN
-117.1,32.58,27,2616,591,1889,577,2.3824,127600,NEAR OCEAN
-117.1,32.57,14,5058,1299,3662,1193,2.3253,133700,NEAR OCEAN
-117.11,32.59,17,2020,534,1529,500,2.1773,143200,NEAR OCEAN
-117.11,32.58,12,1086,294,870,290,2.4213,132500,NEAR OCEAN
-117.11,32.59,18,2329,580,1538,567,2.1179,153100,NEAR OCEAN
-117.12,32.59,28,2793,706,1825,676,2.6724,144500,NEAR OCEAN
-117.16,32.58,36,1940,399,1076,382,3.3906,147800,NEAR OCEAN
-117.13,32.63,10,7374,1157,1900,794,8.7991,478500,NEAR OCEAN
-117.17,32.63,26,1617,279,2745,250,3.5357,67500,NEAR OCEAN
-117.17,32.68,16,5895,1424,873,522,7.3669,187500,NEAR OCEAN
-117.18,32.68,29,1539,344,556,289,3.25,500001,NEAR OCEAN
-117.18,32.69,52,1837,313,668,300,5.1009,500001,NEAR OCEAN
-117.18,32.69,37,3112,716,1304,674,3.2121,320800,NEAR OCEAN
-117.18,32.69,44,2819,514,1258,503,4.4777,452800,NEAR OCEAN
-117.17,32.69,40,2236,331,767,316,5.3177,500001,NEAR OCEAN
-117.18,32.69,48,2764,491,978,449,5.1249,432400,NEAR OCEAN
-117.17,32.69,19,2802,802,1159,597,4.7891,334600,NEAR OCEAN
-117.17,32.69,45,3168,598,1341,562,4.5189,422200,NEAR OCEAN
-117.17,32.7,33,4084,897,1804,833,4.0488,409700,NEAR OCEAN
-117.18,32.7,44,2655,514,1102,489,3.6759,368800,NEAR OCEAN
-117.18,32.7,42,1691,286,761,281,5.1386,404500,NEAR OCEAN
-117.19,32.69,35,2921,438,1042,415,6.3612,482700,NEAR OCEAN
-117.11,32.68,36,26,14,58,23,1.9107,125000,NEAR OCEAN
-117.11,32.67,43,515,146,445,140,1.6094,93000,NEAR OCEAN
-117.11,32.67,46,928,236,790,235,1.6806,92500,NEAR OCEAN
-117.11,32.67,52,204,74,248,57,1.7961,47500,NEAR OCEAN
-117.12,32.66,52,16,4,8,3,1.125,60000,NEAR OCEAN
-117.11,32.67,52,280,71,217,71,1.4844,83300,NEAR OCEAN
-117.11,32.66,52,25,5,14,9,1.625,118800,NEAR OCEAN
-117.09,32.67,37,1157,332,983,306,2.0972,117000,NEAR OCEAN
-117.09,32.66,38,833,206,570,182,1.8333,127100,NEAR OCEAN
-117.09,32.66,37,1232,330,1086,330,1.6389,114300,NEAR OCEAN
-117.1,32.66,27,1782,560,1785,560,2.1542,106300,NEAR OCEAN
-117.1,32.67,26,2629,763,2721,767,2.0982,109100,NEAR OCEAN
-117.1,32.67,22,1690,541,1669,494,2.0213,110600,NEAR OCEAN
-117.09,32.68,30,2662,653,1997,605,2.8089,120600,NEAR OCEAN
-117.09,32.67,31,2051,549,1581,538,2.052,108900,NEAR OCEAN
-117.1,32.67,15,1635,553,1347,597,1.2745,92900,NEAR OCEAN
-117.1,32.68,20,1012,269,837,240,2.0488,88900,NEAR OCEAN
-117.1,32.69,29,4174,1195,3675,1124,1.8112,103600,NEAR OCEAN
-117.1,32.68,42,2013,568,1920,557,2.0724,107600,NEAR OCEAN
-117.1,32.68,47,771,224,637,212,2.0156,90300,NEAR OCEAN
-117.1,32.68,49,1412,350,1200,332,2.0398,93600,NEAR OCEAN
-117.1,32.68,47,1044,274,1003,280,1.7802,97800,NEAR OCEAN
-117.1,32.68,45,1183,289,900,266,2.4943,99600,NEAR OCEAN
-117.07,32.69,29,1429,293,1091,317,3.4609,118000,NEAR OCEAN
-117.08,32.69,31,2558,487,1938,492,3.4875,117000,NEAR OCEAN
-117.08,32.69,36,1571,284,1001,268,3.6875,111400,NEAR OCEAN
-117.09,32.69,34,1469,267,1031,267,3.4583,112700,NEAR OCEAN
-117.09,32.68,29,1792,449,1650,396,2.2201,100000,NEAR OCEAN
-117.07,32.69,28,1485,275,820,283,4.069,153300,NEAR OCEAN
-117.08,32.68,26,3071,615,2156,568,2.9318,112400,NEAR OCEAN
-117.08,32.68,19,3635,1078,3127,1098,1.324,122600,NEAR OCEAN
-117.09,32.68,20,2569,737,2341,705,2.0114,104900,NEAR OCEAN
-117.07,32.67,28,2758,623,2179,631,2.3814,112300,NEAR OCEAN
-117.08,32.67,31,3008,764,2088,757,2.5662,118200,NEAR OCEAN
-117.09,32.66,46,844,147,423,161,3.375,136300,NEAR OCEAN
-117.08,32.66,43,1004,236,839,235,2.81,103400,NEAR OCEAN
-117.07,32.67,35,3200,725,1723,610,1.8977,95600,NEAR OCEAN
-117.07,32.65,12,4131,891,2272,840,3.4701,204900,NEAR OCEAN
-117.07,32.64,32,5135,1025,2152,944,4.1325,172800,NEAR OCEAN
-117.08,32.64,43,1005,230,548,252,1.8672,145800,NEAR OCEAN
-117.08,32.65,17,2633,712,1487,694,2.5392,147000,NEAR OCEAN
-117.08,32.64,38,917,256,494,233,1.9241,150000,NEAR OCEAN
-117.08,32.64,11,1651,533,947,515,1.6806,141700,NEAR OCEAN
-117.09,32.65,20,1445,323,573,334,2.619,145800,NEAR OCEAN
-117.09,32.65,25,3509,985,2359,899,2.6296,150000,NEAR OCEAN
-117.08,32.65,28,2296,603,1277,550,2.3562,123800,NEAR OCEAN
-117.09,32.64,38,2095,536,1240,550,2.7218,145900,NEAR OCEAN
-117.09,32.64,30,3171,862,2126,800,2.507,142700,NEAR OCEAN
-117.1,32.64,29,1578,460,1236,461,2.5658,134700,NEAR OCEAN
-117.09,32.64,20,1999,651,1302,592,1.6321,57500,NEAR OCEAN
-117.09,32.64,19,2571,791,1205,783,1.62,131300,NEAR OCEAN
-117.09,32.63,27,2920,770,1935,746,2.4148,67500,NEAR OCEAN
-117.11,32.64,23,1619,447,1025,415,1.858,67500,NEAR OCEAN
-117.11,32.62,27,1846,509,1078,482,2.1719,131500,NEAR OCEAN
-117.09,32.62,37,1538,298,867,285,3.0729,128700,NEAR OCEAN
-117.09,32.62,37,1925,428,1344,426,2.4866,129700,NEAR OCEAN
-117.09,32.62,34,1576,364,1153,381,2.1955,129700,NEAR OCEAN
-117.08,32.63,33,2891,793,1607,754,2.1281,139800,NEAR OCEAN
-117.09,32.64,24,3613,973,2002,931,1.947,147500,NEAR OCEAN
-117.09,32.63,33,620,161,420,164,1.8417,150000,NEAR OCEAN
-117.07,32.64,38,1486,269,745,295,4.6477,150400,NEAR OCEAN
-117.07,32.63,37,2303,379,1026,357,3.455,156900,NEAR OCEAN
-117.07,32.64,30,2873,774,1593,731,2.24,129500,NEAR OCEAN
-117.06,32.63,37,1326,234,612,240,4.125,160200,NEAR OCEAN
-117.06,32.62,36,786,125,408,138,3.9167,189700,NEAR OCEAN
-117.07,32.63,40,1706,322,796,303,3.5583,154900,NEAR OCEAN
-117.07,32.63,37,2372,444,1056,419,3.7583,145500,NEAR OCEAN
-117.08,32.63,30,2504,559,1827,490,2.6146,159400,NEAR OCEAN
-117.08,32.63,28,2080,427,1266,434,2.2788,146300,NEAR OCEAN
-117.08,32.62,28,2468,506,1353,522,3.0771,158600,NEAR OCEAN
-117.08,32.62,36,1674,309,818,307,3.4773,150400,NEAR OCEAN
-117.09,32.61,23,1157,309,640,313,2.1548,118800,NEAR OCEAN
-117.09,32.61,21,1945,430,1335,419,3.6467,113000,NEAR OCEAN
-117.08,32.62,16,5192,1381,3261,1321,2.2685,151900,NEAR OCEAN
-117.08,32.61,27,2264,525,1485,468,3.3514,149100,NEAR OCEAN
-117.07,32.62,19,5016,1173,2750,1081,2.7838,155900,NEAR OCEAN
-117.06,32.61,34,4325,1015,2609,979,2.8489,128300,NEAR OCEAN
-117.07,32.61,22,5016,1331,3222,1196,2.1441,135500,NEAR OCEAN
-117.07,32.6,18,2602,551,1042,550,1.9267,67500,NEAR OCEAN
-117.07,32.59,21,1779,466,1327,488,1.6007,96200,NEAR OCEAN
-117.08,32.59,30,144,52,220,48,2.3929,134400,NEAR OCEAN
-117.08,32.6,24,1901,490,1334,476,2.2544,121900,NEAR OCEAN
-117.07,32.61,10,1686,414,1000,391,2.1765,128400,NEAR OCEAN
-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300,NEAR OCEAN
-117.06,32.61,23,1630,362,1267,418,2.5625,131100,NEAR OCEAN
-117.07,32.6,13,1607,435,983,400,2.2903,106300,NEAR OCEAN
-117.06,32.6,25,1075,238,434,234,1.7472,94600,NEAR OCEAN
-117.06,32.6,24,1088,268,1095,246,2.4191,107300,NEAR OCEAN
-117.06,32.6,33,905,205,989,222,2.7014,108200,NEAR OCEAN
-117.05,32.63,31,4911,861,2334,843,4.1958,160100,NEAR OCEAN
-117.05,32.62,34,3928,686,2315,681,4.2851,144500,NEAR OCEAN
-117.04,32.62,26,3620,607,2000,593,4.9962,156000,NEAR OCEAN
-117.05,32.61,31,4033,715,2585,715,3.5096,139900,NEAR OCEAN
-117.05,32.61,21,6034,1205,3795,1146,3.2633,129700,NEAR OCEAN
-117.05,32.61,26,1563,286,1145,313,3.8615,139300,NEAR OCEAN
-117.04,32.6,20,8052,1461,5094,1430,4.2241,139800,NEAR OCEAN
-117.04,32.6,18,4747,846,3002,872,3.9076,152900,NEAR OCEAN
-117.05,32.59,16,4683,929,3073,865,3.0495,98300,NEAR OCEAN
-117.04,32.63,26,2074,356,1228,335,4.1154,160200,NEAR OCEAN
-117.04,32.62,27,1710,282,1089,297,4.6793,151900,NEAR OCEAN
-117.03,32.61,23,1553,216,778,229,5.1538,171300,NEAR OCEAN
-117.03,32.61,22,1028,148,523,152,6.0086,166900,NEAR OCEAN
-117.03,32.6,26,1335,224,742,215,5.152,143400,NEAR OCEAN
-117.02,32.59,19,1902,335,1102,313,3.0365,98100,NEAR OCEAN
-116.98,32.62,6,7995,1458,4771,1376,4.7068,184300,NEAR OCEAN
-117.06,32.64,30,4494,667,1883,680,5.766,186100,NEAR OCEAN
-117.06,32.63,29,4168,742,2096,713,4.2204,169800,NEAR OCEAN
-116.98,32.68,22,2346,380,1217,382,5.5248,156300,NEAR OCEAN
-117.01,32.67,17,2319,348,1125,337,5.551,266900,NEAR OCEAN
-117,32.67,16,2238,307,1002,303,6.6143,264100,NEAR OCEAN
-117.02,32.67,20,1505,184,635,182,6.5772,245200,NEAR OCEAN
-117.01,32.66,11,9992,1368,4495,1316,6.9664,293900,NEAR OCEAN
-117.02,32.66,19,771,,376,108,6.6272,273600,NEAR OCEAN
-116.97,32.65,4,16450,2833,7985,2683,5.6631,233400,NEAR OCEAN
-116.99,32.64,15,4331,699,2046,627,3.9519,193500,NEAR OCEAN
-117.04,32.65,8,8806,1401,3159,1059,4.2155,247800,NEAR OCEAN
-117.03,32.65,14,1111,142,472,145,7.6344,290500,NEAR OCEAN
-117,32.64,11,3098,490,1391,484,4.9792,170400,NEAR OCEAN
-117.01,32.63,7,6483,976,3269,1005,5.7358,221600,NEAR OCEAN
-117.04,32.64,5,2329,542,1213,514,4.0298,225600,NEAR OCEAN
-117.02,32.64,5,260,41,157,42,6.5151,281700,NEAR OCEAN
-117.03,32.63,13,2087,313,1165,330,5.7789,227700,NEAR OCEAN
-117.03,32.63,14,2796,476,1466,464,5.2489,213700,NEAR OCEAN
-117.04,32.63,26,2756,422,1166,398,5.1354,181600,NEAR OCEAN
-116.99,32.74,17,3101,547,1410,486,3.1771,189900,<1H OCEAN
-116.98,32.74,17,3943,843,1995,766,2.6944,158300,<1H OCEAN
-116.98,32.74,24,977,147,454,169,4.9286,173700,<1H OCEAN
-116.98,32.74,16,3361,537,1754,578,5.1098,162300,<1H OCEAN
-116.98,32.72,15,4209,680,1914,641,4.5135,158300,<1H OCEAN
-116.98,32.73,16,952,143,530,143,5.0864,175300,<1H OCEAN
-116.98,32.72,4,1078,158,571,184,4.6667,223300,<1H OCEAN
-116.97,32.74,14,7410,1344,3597,1274,4.2192,176100,<1H OCEAN
-116.95,32.74,7,2722,578,1429,574,3.9583,141700,<1H OCEAN
-116.96,32.71,18,2413,533,1129,551,2.4567,155000,<1H OCEAN
-116.95,32.73,17,1635,272,960,279,5.2671,157100,<1H OCEAN
-116.97,32.76,26,2460,313,838,299,5.9878,270700,<1H OCEAN
-116.98,32.75,25,4137,662,1905,630,4.375,214000,<1H OCEAN
-116.97,32.75,28,3519,583,1720,590,4.7973,186900,<1H OCEAN
-116.98,32.75,18,1519,369,802,347,2.9886,170800,<1H OCEAN
-116.97,32.76,33,3071,466,1348,513,6.1768,228900,<1H OCEAN
-116.95,32.76,13,5543,857,2074,737,4.9528,266200,<1H OCEAN
-116.94,32.75,4,14934,2479,6945,2418,5.1221,229700,<1H OCEAN
-116.92,32.76,9,1859,307,947,304,5.9202,181300,<1H OCEAN
-116.92,32.76,7,1659,237,862,242,5.2741,249400,<1H OCEAN
-116.91,32.75,5,8710,1614,4372,1527,4.7813,240900,<1H OCEAN
-117,32.76,31,1989,280,805,301,6.5645,189100,<1H OCEAN
-116.99,32.76,21,3833,595,1645,589,4.625,273500,<1H OCEAN
-116.99,32.74,18,3341,611,1952,602,3.9844,215300,<1H OCEAN
-117,32.74,17,2357,599,1423,510,1.8856,118800,<1H OCEAN
-116.99,32.73,30,1856,339,1103,379,4.0357,153800,<1H OCEAN
-117.01,32.75,26,4038,706,2065,687,3.9545,178100,<1H OCEAN
-117.01,32.75,34,2105,340,973,357,4.3088,152500,<1H OCEAN
-117.01,32.74,31,3473,,2098,677,2.6973,135200,<1H OCEAN
-117.01,32.73,22,2526,530,1556,529,2.8646,120800,NEAR OCEAN
-117,32.73,17,6050,1143,3424,1131,3.7647,127600,<1H OCEAN
-117,32.72,10,3817,943,2352,875,2.1362,143200,NEAR OCEAN
-117.01,32.72,12,2914,734,2104,703,2.3068,132300,NEAR OCEAN
-116.99,32.7,15,3660,622,2629,612,4.0444,150100,NEAR OCEAN
-117,32.7,23,2785,468,1456,449,4.3714,131000,NEAR OCEAN
-116.98,32.71,18,2355,444,1277,433,3.4551,121400,<1H OCEAN
-116.99,32.71,21,3049,582,2355,585,3.8904,113800,NEAR OCEAN
-117,32.71,22,2263,441,1395,416,3.725,123500,NEAR OCEAN
-117.01,32.71,20,3506,692,1977,668,2.981,129100,NEAR OCEAN
-116.99,32.72,15,825,130,334,131,4.0391,169500,<1H OCEAN
-116.99,32.72,14,1771,301,1046,284,4.775,143300,<1H OCEAN
-116.99,32.72,13,1330,216,719,215,3.8295,149600,<1H OCEAN
-116.99,32.72,11,1112,164,441,174,4.7679,169500,<1H OCEAN
-117.02,32.74,30,4205,772,2012,734,3.5,144700,NEAR OCEAN
-117.03,32.73,34,2061,,1169,400,3.5096,142000,NEAR OCEAN
-117.03,32.73,32,1750,333,997,335,3.4784,154400,NEAR OCEAN
-117.03,32.74,37,821,150,404,135,3.0125,130400,NEAR OCEAN
-117.02,32.73,22,5201,865,3280,817,4.7952,141400,NEAR OCEAN
-117.02,32.72,36,2030,369,1142,357,3.7763,126900,NEAR OCEAN
-117.03,32.73,38,3174,606,1557,619,3.5861,123600,NEAR OCEAN
-117.03,32.72,38,886,176,505,188,3.5938,125400,NEAR OCEAN
-117.03,32.72,37,2192,455,1515,446,3.0588,120600,NEAR OCEAN
-117.04,32.72,24,5474,955,3020,904,4.0813,137000,NEAR OCEAN
-117.04,32.73,36,2084,400,1097,398,3.2717,130700,NEAR OCEAN
-117.04,32.73,25,1375,267,1032,278,3.5492,125400,NEAR OCEAN
-117.05,32.72,35,3669,617,1694,585,3.9485,133900,NEAR OCEAN
-117.05,32.73,27,3184,588,1763,571,3.5529,133900,NEAR OCEAN
-117.03,32.74,35,1878,454,991,409,2.4345,129700,NEAR OCEAN
-117.04,32.74,33,3880,770,2288,805,3.6848,140700,NEAR OCEAN
-117.02,32.74,12,3301,963,2000,879,1.8594,119200,NEAR OCEAN
-117.04,32.74,5,2878,785,1727,758,1.7179,132000,NEAR OCEAN
-117.04,32.75,36,2297,418,1070,392,3.5192,144000,NEAR OCEAN
-117.05,32.75,29,2767,612,1437,587,2.8306,142900,NEAR OCEAN
-117.05,32.75,43,1718,344,826,336,2.7014,133700,NEAR OCEAN
-117.03,32.77,34,1796,428,918,424,2.875,161200,<1H OCEAN
-117.02,32.76,15,1204,326,543,326,1.0278,154200,<1H OCEAN
-117.02,32.76,40,2523,488,976,470,3.11,185700,<1H OCEAN
-117.02,32.75,33,3296,537,1345,556,5.2835,217100,<1H OCEAN
-117.03,32.75,24,7879,1655,3898,1534,3.0897,187300,NEAR OCEAN
-117.04,32.77,26,4263,1037,2199,1010,2.734,148900,<1H OCEAN
-117.04,32.76,43,3171,665,1534,625,3.141,141400,NEAR OCEAN
-117.05,32.76,37,4879,906,2076,871,3.6625,154800,NEAR OCEAN
-117.04,32.76,37,2979,557,1285,564,3.7368,152200,NEAR OCEAN
-117.04,32.77,16,7963,1881,3769,1804,2.9624,144700,<1H OCEAN
-117.03,32.77,19,4819,1492,2572,1336,2.3393,118200,<1H OCEAN
-117.05,32.78,37,1184,178,529,192,4.7941,161700,<1H OCEAN
-117.03,32.78,17,5481,1618,2957,1537,2.5707,171300,<1H OCEAN
-117.02,32.78,33,3481,708,1726,719,3.3675,158200,<1H OCEAN
-117.03,32.79,31,2366,383,1077,387,4.2992,174400,<1H OCEAN
-117.03,32.79,17,7352,1699,3331,1634,2.7006,166300,<1H OCEAN
-117,32.77,30,1802,401,776,386,2.8125,173500,<1H OCEAN
-117.01,32.76,22,3626,824,1800,769,2.8594,189600,<1H OCEAN
-117.01,32.76,34,3415,608,1464,593,4.0549,223700,<1H OCEAN
-117.01,32.77,24,2311,536,1005,525,2.9,185200,<1H OCEAN
-117.01,32.77,34,3330,723,1592,656,2.6678,164200,<1H OCEAN
-118.99,35.27,32,444,102,242,87,1.1528,150000,INLAND
-118.93,34.82,24,806,168,323,136,3.5,113900,INLAND
-118.95,34.83,18,3278,762,1338,550,2.9891,116500,INLAND
-118.95,34.81,30,2817,604,1089,412,3.1364,123500,INLAND
-119.15,34.83,6,8733,1600,2006,736,4.5724,168400,INLAND
-119.16,34.95,14,4054,787,1581,579,3.0882,148200,INLAND
-118.93,34.82,8,508,111,229,84,4.0332,128300,INLAND
-119.4,35.06,21,2213,458,1250,440,2.9187,52100,INLAND
-119.45,35.07,45,973,183,500,177,2.6389,30000,INLAND
-119.42,35.19,26,890,172,483,170,4.15,68200,INLAND
-119.5,35.27,23,3827,696,1993,617,3.0742,57900,INLAND
-119.48,35.17,36,116,20,39,18,3.125,37500,INLAND
-119.45,35.16,34,3437,696,1783,608,2.3912,52900,INLAND
-119.46,35.17,40,4164,812,1998,773,2.8323,50800,INLAND
-119.46,35.14,30,2943,,1565,584,2.5313,45800,INLAND
-119.47,35.14,19,4190,690,1973,702,3.9929,88300,INLAND
-119.45,35.15,33,5050,964,2293,919,3.1592,75400,INLAND
-119.45,35.13,34,1440,309,808,294,2.3013,26600,INLAND
-119.46,35.13,46,2745,543,1423,482,2.1955,26900,INLAND
-119.47,35.13,44,4599,877,2140,831,2.9952,63800,INLAND
-119.47,35.4,32,2167,421,1301,394,1.9718,69800,INLAND
-119.42,35.4,24,2585,480,1442,424,2.8452,104700,INLAND
-119.12,35.41,12,5589,941,3018,917,4.4561,96900,INLAND
-119.11,35.39,22,984,176,451,170,3.25,88900,INLAND
-119.12,35.39,13,1264,202,552,187,4.5903,94300,INLAND
-119.19,35.41,12,2835,471,1399,413,4.4125,149000,INLAND
-119.2,35.37,6,7383,1095,3415,1059,5.3119,157300,INLAND
-119.12,35.38,18,1521,269,706,279,4.4196,121000,INLAND
-119.11,35.38,37,2044,394,894,359,2.9453,82800,INLAND
-119.12,35.37,13,4527,713,2170,671,4.8266,146200,INLAND
-119.18,35.5,36,1253,259,932,249,2.1635,110400,INLAND
-119.28,35.52,36,786,194,573,134,2.2321,37500,INLAND
-119.27,35.49,39,2649,572,1815,547,2.3533,65400,INLAND
-119.26,35.5,38,2536,409,1133,430,4.2375,78600,INLAND
-119.27,35.5,34,1367,329,796,319,2.8269,61100,INLAND
-119.27,35.51,28,1089,179,544,190,3.2279,95800,INLAND
-119.28,35.5,34,1923,379,1101,351,2.4044,65800,INLAND
-119.28,35.5,28,3107,782,3260,738,1.6944,58600,INLAND
-119.27,35.5,21,2171,483,1315,450,1.7105,52100,INLAND
-119.38,35.49,34,2304,437,1506,403,2.2071,64600,INLAND
-119.34,35.6,16,1584,309,1011,268,2.4961,58800,INLAND
-119.36,35.55,29,510,84,236,73,2.7,125000,INLAND
-119.35,35.58,13,1657,362,1186,376,1.1903,63200,INLAND
-119.34,35.59,33,3240,654,1809,616,2.3934,71900,INLAND
-119.34,35.6,33,2143,488,1732,509,1.9362,59000,INLAND
-119.33,35.6,32,2703,683,2682,675,1.4619,60500,INLAND
-119.35,35.59,14,2719,502,1497,457,3.176,71800,INLAND
-119.33,35.59,20,3085,691,2645,676,1.7868,54100,INLAND
-119.69,35.62,18,820,239,1345,207,2.1186,47500,INLAND
-119.77,35.65,21,2403,483,1647,415,2.6066,80000,INLAND
-119.14,35.76,30,735,137,421,113,2.5625,156300,INLAND
-119.29,35.76,15,3938,789,3500,768,2.1295,59800,INLAND
-119.19,35.64,29,1476,220,902,205,2.6726,83300,INLAND
-119.24,35.68,21,1885,398,1539,388,2.5208,58500,INLAND
-119.22,35.68,16,2874,677,3078,651,1.8843,55200,INLAND
-119.24,35.67,32,3216,750,2639,709,2.0025,54700,INLAND
-119.25,35.78,27,1513,342,1346,323,2.7411,59800,INLAND
-119.25,35.77,35,1618,378,1449,398,1.6786,56500,INLAND
-119.25,35.76,36,2332,656,2175,610,1.6045,57300,INLAND
-119.25,35.75,36,1598,443,1658,417,1.517,52100,INLAND
-119.25,35.79,8,3271,797,2700,688,1.7418,62200,INLAND
-119.25,35.78,35,1927,386,1371,414,2.2981,69900,INLAND
-119.23,35.78,8,1612,343,1230,330,2.1806,67200,INLAND
-119.23,35.79,31,2862,606,2467,600,2.3125,62100,INLAND
-119.24,35.77,28,1737,521,1764,514,1.7813,67800,INLAND
-119.23,35.77,36,3225,635,2034,593,2.4044,72500,INLAND
-119.23,35.74,16,2275,659,1914,614,2.033,68400,INLAND
-119.23,35.77,26,2636,468,1416,485,4.1917,84000,INLAND
-118.92,35.47,6,1755,280,664,254,6.2885,216400,INLAND
-119.01,35.44,20,3458,651,1465,621,2.5806,82500,INLAND
-118.93,35.44,13,1439,237,557,227,6.1563,204200,INLAND
-118.31,35.74,18,2327,642,799,335,1.8419,92300,INLAND
-118.06,35.68,15,1962,403,730,321,2.25,67500,INLAND
-118.44,35.75,23,3166,700,1097,493,2.6288,96000,INLAND
